0,0.1,,
0.002,0.11,,
0.004,0.13,,
0.006,0.14,,
0.008,0.15,,
0.01,0.15,,
0.012,0.18,,
0.014,0.21,,
0.016,0.23,,
0.018,0.25,,
0.02,0.25,,
0.022,0.25,,
0.024,0.25,,
0.026,0.26,,
0.028,0.27,,
0.03,0.28,,
0.032,0.29,,
0.034,0.29,,
0.036,0.28,,
0.038,0.26,,
0.04,0.25,,
0.042,0.24,,
0.044,0.25,,
0.046,0.25,,
0.048,0.25,,
0.05,0.23,,
0.052,0.19,,
0.054,0.18,,
0.056,0.17,,
0.058,0.17,,
0.06,0.17,,
0.062,0.16,,
0.064,0.15,,
0.066,0.13,,
0.068,0.12,,
0.07,0.11,,
0.072,0.09,,
0.074,0.06,,
0.076,0.03,,
0.078,0,,
0.08,-0.01,,
0.082,-0.02,,
0.084,-0.03,,
0.086,-0.04,,
0.088,-0.06,,
0.09,-0.07,,
0.092,-0.1,,
0.094,-0.14,,
0.096,-0.16,,
0.098,-0.17,,
0.1,-0.19,,
0.102,-0.2,,
0.104,-0.21,,
0.106,-0.21,,
0.108,-0.22,,
0.11,-0.22,,
0.112,-0.21,,
0.114,-0.2,,
0.116,-0.2,,
0.118,-0.22,,
0.12,-0.23,,
0.122,-0.24,,
0.124,-0.23,,
0.126,-0.22,,
0.128,-0.21,,
0.13,-0.21,,
0.132,-0.22,,
0.134,-0.23,,
0.136,-0.25,,
0.138,-0.26,,
0.14,-0.26,,
0.142,-0.25,,
0.144,-0.24,,
0.146,-0.23,,
0.148,-0.21,,
0.15,-0.21,,
0.152,-0.22,,
0.154,-0.22,,
0.156,-0.21,,
0.158,-0.19,,
0.16,-0.18,,
0.162,-0.18,,
0.164,-0.19,,
0.166,-0.19,,
0.168,-0.17,,
0.17,-0.17,,
0.172,-0.17,,
0.174,-0.16,,
0.176,-0.16,,
0.178,-0.17,,
0.18,-0.18,,
0.182,-0.18,,
0.184,-0.17,,
0.186,-0.16,,
0.188,-0.15,,
0.19,-0.14,,
0.192,-0.15,,
0.194,-0.14,,
0.196,-0.12,,
0.198,-0.1,,
0.2,0.02,,
0.202,-0.100901699,,
0.204,-0.140901699,, 
0.206,0.000901699,,
0.208,-0.059098301,,
0.21,-0.18,,
0.212,-0.039098301,,
0.214,0.020901699,,
0.216,-0.130901699,,
0.218,-0.070901699,,
0.22,0.07,,
0.222,-0.060901699,,
0.224,-0.090901699,,
0.226,0.070901699,,
0.228,0.030901699,,
0.23,-0.1,,
0.232,0.030901699,,
0.234,0.070901699,,
0.236,-0.090901699,,
0.238,-0.030901699,,
0.24,0.11,,
0.242,-0.030901699,,
0.244,-0.070901699,,
0.246,0.100901699,,
0.248,0.040901699,,
0.25,-0.1,,
0.252,0.020901699,,
0.254,0.080901699,,
0.256,-0.080901699,,
0.258,-0.020901699,,
0.26,0.11,,
0.262,-0.030901699,,
0.264,-0.090901699,,
0.266,0.080901699,,
0.268,0.030901699,,
0.27,-0.1,,
0.272,0.040901699,,
0.274,0.090901699,,
0.276,-0.070901699,,
0.278,-0.020901699,,
0.28,0.13,,
0.282,0.019098301,,
0.284,-0.030901699,,
0.286,0.140901699,,
0.288,0.090901699,,
0.29,-0.05,,
0.292,0.060901699,,
0.294,0.120901699,,
0.296,-0.040901699,,
0.298,0.019098301,,
0.3,0.14,,
0.302,-0.000901699,,
0.304,-0.070901699,,
0.306,0.070901699,,
0.308,0.020901699,,
0.31,-0.1,,
0.312,0.040901699,,
0.314,0.110901699,,
0.316,-0.050901699,,
0.318,-0.010901699,,
0.32,0.11,,
0.322,-0.010901699,,
0.324,-0.050901699,,
0.326,0.110901699,,
0.328,0.060901699,,
0.33,-0.06,,
0.332,0.070901699,,
0.334,0.090901699,,
0.336,-0.080901699,,
0.338,-0.030901699,,
0.34,0.1,,
0.342,-0.030901699,,
0.344,-0.080901699,,
0.346,0.090901699,,
0.348,0.030901699,,
0.35,-0.1,,
0.352,0.050901699,,
0.354,0.110901699,,
0.356,-0.040901699,,
0.358,0.019098301,,
0.36,0.14,,
0.362,0.019098301,,
0.364,-0.010901699,,
0.366,0.170901699,,
0.368,0.130901699,,
0.37,0,,
0.372,0.130901699,,
0.374,0.160901699,,
0.376,-0.030901699,,
0.378,0.019098301,,
0.38,0.18,,
0.382,0.059098301,,
0.384,0.009098301,,
0.386,0.180901699,,
0.388,0.120901699,,
0.39,-0.04,,
0.392,0.090901699,,
0.394,0.150901699,,
0.396,0.019098301,,
0.398,0.079098301,,
0.4,0.23,,
0.402,0.13,,
0.404,0.13,,
0.406,0.14,,
0.408,0.13,,
0.41,0.12,,
0.412,0.12,,
0.414,0.14,,
0.416,0.14,,
0.418,0.12,,
0.42,0.12,,
0.422,0.12,,
0.424,0.12,,
0.426,0.13,,
0.428,0.16,,
0.43,0.17,,
0.432,0.17,,
0.434,0.18,,
0.436,0.18,,
0.438,0.17,,
0.44,0.19,,
0.442,0.28,,
0.444,0.4,,
0.446,0.52,,
0.448,0.66,,
0.45,0.79,,
0.452,0.9,,
0.454,0.99,,
0.456,1.06,,
0.458,1.1,,
0.46,1.1,,
0.462,1.04,,
0.464,0.91,,
0.466,0.67,,
0.468,0.37,,
0.47,0.11,,
0.472,-0.04,,
0.474,-0.14,,
0.476,-0.19,,
0.478,-0.22,,
0.48,-0.23,,
0.482,-0.23,,
0.484,-0.22,,
0.486,-0.22,,
0.488,-0.21,,
0.49,-0.19,,
0.492,-0.17,,
0.494,-0.14,,
0.496,-0.11,,
0.498,-0.07,,
0.5,-0.05,,
0.502,-0.07,,
0.504,-0.06,,
0.506,-0.03,,
0.508,-0.02,,
0.51,0,,
0.512,0,,
0.514,0.02,,
0.516,0.02,,
0.518,0.02,,
0.52,0.02,,
0.522,0.02,,
0.524,0.01,,
0.526,0.01,,
0.528,0.01,,
0.53,0,,
0.532,0,,
0.534,0,,
0.536,0,,
0.538,0,,
0.54,0,,
0.542,0,,
0.544,0,,
0.546,0.01,,
0.548,0.02,,
0.55,0.01,,
0.552,0,,
0.554,0,,
0.556,0,,
0.558,0,,
0.56,0,,
0.562,0.01,,
0.564,0.01,,
0.566,0.01,,
0.568,0,,
0.57,0.01,,
0.572,0.01,,
0.574,0.01,,
0.576,0.02,,
0.578,0.03,,
0.58,0.04,,
0.582,0.06,,
0.584,0.06,,
0.586,0.04,,
0.588,0.04,,
0.59,0.05,,
0.592,0.05,,
0.594,0.06,,
0.596,0.08,,
0.598,0.1,,
0.6,0.2,,
0.602,0.130901699,,
0.604,0.029098301,,
0.606,0.049098301,,
0.608,0.160901699,,
0.61,0.25,,
0.612,0.200901699,,
0.614,0.099098301,,
0.616,0.119098301,,
0.618,0.250901699,,
0.62,0.34,,
0.622,0.290901699,,
0.624,0.189098301,,
0.626,0.199098301,,
0.628,0.310901699,,
0.63,0.38,,
0.632,0.330901699,,
0.634,0.229098301,,
0.636,0.239098301,,
0.638,0.360901699,,
0.64,0.41,,
0.642,0.310901699,,
0.644,0.199098301,,
0.646,0.229098301,,
0.648,0.360901699,,
0.65,0.44,,
0.652,0.370901699,,
0.654,0.259098301,,
0.656,0.239098301,,
0.658,0.330901699,,
0.66,0.39,,
0.662,0.320901699,,
0.664,0.199098301,,
0.666,0.179098301,,
0.668,0.270901699,,
0.67,0.31,,
0.672,0.220901699,,
0.674,0.099098301,,
0.676,0.099098301,,
0.678,0.200901699,,
0.68,0.26,,
0.682,0.160901699,,
0.684,-0.010901699,,
0.686,-0.040901699,,
0.688,0.050901699,,
0.69,0.1,,
0.692,0.010901699,,
0.694,-0.120901699,,
0.696,-0.150901699,,
0.698,-0.079098301,,
0.7,-0.02,,
0.702,-0.099098301,,
0.704,-0.230901699,,
0.706,-0.250901699,,
0.708,-0.149098301,,
0.71,-0.09,,
0.712,-0.189098301,,
0.714,-0.300901699,,
0.716,-0.290901699,,
0.718,-0.179098301,,
0.72,-0.12,,
0.722,-0.189098301,,
0.724,-0.300901699,,
0.726,-0.320901699,,
0.728,-0.219098301,,
0.73,-0.14,,
0.732,-0.199098301,,
0.734,-0.300901699,,
0.736,-0.310901699,,
0.738,-0.199098301,,
0.74,-0.14,,
0.742,-0.219098301,,
0.744,-0.330901699,,
0.746,-0.310901699,,
0.748,-0.199098301,,
0.75,-0.14,,
0.752,-0.209098301,,
0.754,-0.320901699,,
0.756,-0.320901699,,
0.758,-0.199098301,,
0.76,-0.11,,
0.762,-0.149098301,,
0.764,-0.240901699,,
0.766,-0.240901699,,
0.768,-0.139098301,,
0.77,-0.07,,
0.772,-0.129098301,,
0.774,-0.240901699,,
0.776,-0.230901699,,
0.778,-0.099098301,,
0.78,-0.02,,
0.782,-0.099098301,,
0.784,-0.200901699,,
0.786,-0.180901699,,
0.788,-0.059098301,,
0.79,0.02,,
0.792,-0.049098301,,
0.794,-0.160901699,,
0.796,-0.170901699,,
0.798,-0.059098301,,
0.8,0.01,,
0.802,-0.09,,
0.804,-0.09,,
0.806,-0.08,,
0.808,-0.08,,
0.81,-0.07,,
0.812,-0.07,,
0.814,-0.06,,
0.816,-0.06,,
0.818,-0.06,,
0.82,-0.06,,
0.822,-0.04,,
0.824,-0.04,,
0.826,-0.04,,
0.828,-0.03,,
0.83,-0.02,,
0.832,-0.01,,
0.834,0,,
0.836,0,,
0.838,-0.02,,
0.84,-0.03,,
0.842,-0.02,,
0.844,-0.01,,
0.846,0,,
0.848,0.01,,
0.85,0.02,,
0.852,0.02,,
0.854,0.01,,
0.856,0.02,,
0.858,0.03,,
0.86,0.03,,
0.862,0.03,,
0.864,0.04,,
0.866,0.05,,
0.868,0.05,,
0.87,0.06,,
0.872,0.06,,
0.874,0.06,,
0.876,0.06,,
0.878,0.06,,
0.88,0.03,,
0.882,0.02,,
0.884,0.02,,
0.886,0.02,,
0.888,0.03,,
0.89,0.04,,
0.892,0.03,,
0.894,0.02,,
0.896,0.01,,
0.898,0.04,,
0.9,0.05,,
0.902,0.06,,
0.904,0.06,,
0.906,0.07,,
0.908,0.06,,
0.91,0.07,,
0.912,0.07,,
0.914,0.08,,
0.916,0.08,,
0.918,0.08,,
0.92,0.09,,
0.922,0.08,,
0.924,0.06,,
0.926,0.07,,
0.928,0.08,,
0.93,0.09,,
0.932,0.09,,
0.934,0.09,,
0.936,0.09,,
0.938,0.06,,
0.94,0.05,,
0.942,0.05,,
0.944,0.04,,
0.946,0.04,,
0.948,0.04,,
0.95,0.02,,
0.952,0,,
0.954,0,,
0.956,-0.01,,
0.958,-0.01,,
0.96,0,,
0.962,0,,
0.964,-0.01,,
0.966,-0.04,,
0.968,-0.05,,
0.97,-0.04,,
0.972,-0.04,,
0.974,-0.03,,
0.976,-0.04,,
0.978,-0.05,,
0.98,-0.07,,
0.982,-0.04,,
0.984,-0.03,,
0.986,-0.03,,
0.988,-0.04,,
0.99,-0.04,,
0.992,-0.05,,
0.994,-0.04,,
0.996,-0.01,,
0.998,0.01,,
1,0.02,,
